"Year","Unit","Season","Hunters","Quota","Drawn"
2007,"851","1",13,5,5
2007,"851","2",83,5,5
2007,"851","3",78,15,15
2007,"851","4",40,0,0
2007,"86","1",103,150,150
2007,"86","2",454,300,300
2007,"86","3",276,300,300
2007,"86","4",61,90,38
2007,"861","1",25,0,0
2007,"861","2",95,0,0
2007,"861","3",35,0,0
2007,"861","4",11,0,0
2007,"9","1",11,100,18
2007,"9","2",33,400,22
2007,"9","3",12,400,22
2007,"9","4",30,0,0
2008,"1","1",21,15,15
2008,"1","2",38,50,26
2008,"1","3",30,30,6
2008,"1","4",26,40,3
2008,"10","1",35,35,35
2008,"10","2",33,30,30
2008,"10","3",76,65,44
2008,"10","4",167,180,118
2008,"104","1",20,30,16
2008,"104","2",23,85,40
2008,"104","3",9,85,40
2008,"104","4",8,0,0
2008,"11","1",700,7000,5796
2008,"11","2",676,500,281
2008,"11","3",988,800,581
2008,"11","4",779,2120,650
2008,"12","1",1614,0,0
2008,"12","2",1719,2800,1811
2008,"12","3",953,2800,1811
2008,"12","4",402,445,445
2008,"128","2",22,55,55
2008,"128","3",11,55,55
2008,"128","4",13,0,0
2008,"13","1",246,0,0
2008,"13","2",355,400,95
2008,"13","3",288,400,95
2008,"13","4",95,0,0
2008,"131","1",155,0,0
2008,"131","2",292,350,60
2008,"131","3",127,350,60
2008,"131","4",86,60,26
2008,"133","3",4,0,0
2008,"133","4",3,30,16
2008,"134","3",4,0,0
2008,"14","1",244,375,176
2008,"14","2",675,400,354
2008,"14","3",243,400,354
2008,"14","4",99,75,75
2008,"140","1",0,0,0
2008,"140","2",24,0,0
2008,"140","3",15,0,0
2008,"140","4",10,0,0
2008,"142","3",34,0,0
2008,"142","4",18,0,0
2008,"15","1",337,400,330
2008,"15","2",1112,1000,712
2008,"15","3",625,1000,712
2008,"15","4",104,80,80
2008,"16","1",162,425,142
2008,"16","2",362,400,63
2008,"16","3",165,400,63
2008,"16","4",87,125,26
2008,"161","1",243,520,173
2008,"161","2",519,650,276
2008,"161","3",433,650,276
2008,"161","4",188,220,101
2008,"17","1",228,360,156
2008,"17","2",514,450,175
2008,"17","3",276,450,175
2008,"17","4",94,115,59
2008,"171","1",200,320,139
2008,"171","2",392,400,121
2008,"171","3",171,400,121
2008,"171","4",94,110,10
2008,"18","1",588,820,673
2008,"18","2",739,200,200
2008,"18","3",701,380,188
2008,"18","4",685,950,268
2008,"181","1",161,0,0
2008,"181","2",280,110,95
2008,"181","3",242,150,56
2008,"181","4",222,160,7
2008,"19","1",119,150,115
2008,"19","2",436,800,235
2008,"19","3",152,800,235
2008,"19","4",110,0,0
2008,"191","1",55,65,21
2008,"191","2",122,500,83
2008,"191","3",74,500,83
2008,"191","4",142,0,0
2008,"2","1",109,125,125
2008,"2","2",64,80,80
2008,"2","3",148,175,175
2008,"2","4",176,200,126
2008,"20","1",21,25,25
2008,"20","2",58,40,40
2008,"20","3",42,40,40
2008,"20","4",47,40,40
2008,"201","1",17,20,20
2008,"201","2",62,75,75
2008,"201","3",24,30,30
2008,"201","4",46,55,47
2008,"21","1",508,1100,1021
2008,"21","2",787,755,425
2008,"21","3",453,755,425
2008,"21","4",149,440,391
2008,"211","1",146,0,0
2008,"211","2",608,0,0
2008,"211","3",866,0,0
2008,"211","4",424,0,0
2008,"214","1",227,0,0
2008,"214","2",425,200,64
2008,"214","3",56,200,64
2008,"214","4",47,50,13
2008,"22","1",228,0,0
2008,"22","2",927,920,741
2008,"22","3",851,920,741
2008,"22","4",309,195,16
2008,"23","1",785,0,0
2008,"23","2",1374,0,0
2008,"23","3",774,0,0
2008,"23","4",371,0,0
2008,"231","1",340,0,0
2008,"231","2",329,250,207
2008,"231","3",161,250,207
2008,"231","4",65,60,43
2008,"24","1",1234,0,0
2008,"24","2",1332,0,0
2008,"24","3",631,0,0
2008,"24","4",164,0,0
2008,"25","1",230,0,0
2008,"25","2",975,0,0
2008,"25","3",567,0,0
2008,"25","4",103,40,40
2008,"26","1",126,0,0
2008,"26","2",491,0,0
2008,"26","3",372,0,0
2008,"26","4",91,55,55
2008,"27","1",138,175,97
2008,"27","2",512,250,75
2008,"27","3",241,175,35
2008,"27","4",69,115,27
2008,"28","1",398,750,602
2008,"28","2",612,250,250
2008,"28","3",586,370,335
2008,"28","4",398,660,224
2008,"29","1",22,25,25
2008,"29","2",24,60,60
2008,"29","3",27,60,60
2008,"29","4",14,0,0
2008,"3","1",424,2975,2416
2008,"3","2",582,1200,521
2008,"3","3",1012,1200,521
2008,"3","4",731,2450,609
2008,"30","1",165,0,0
2008,"30","2",324,0,0
2008,"30","3",223,0,0
2008,"30","4",83,0,0
2008,"301","1",112,0,0
2008,"301","2",306,0,0
2008,"301","3",520,0,0
2008,"301","4",551,0,0
2008,"31","1",126,0,0
2008,"31","2",285,350,58
2008,"31","3",198,350,58
2008,"31","4",74,0,0
2008,"32","1",80,0,0
2008,"32","2",315,180,35
2008,"32","3",218,180,35
2008,"32","4",21,0,0
2008,"33","1",606,0,0
2008,"33","2",1257,1300,428
2008,"33","3",552,1300,428
2008,"33","4",215,115,105
2008,"34","1",208,0,0
2008,"34","2",515,400,140
2008,"34","3",223,400,140
2008,"34","4",42,35,20
2008,"35","1",118,275,265
2008,"35","2",429,310,189
2008,"35","3",316,310,189
2008,"35","4",67,50,50
2008,"36","1",124,0,0
2008,"36","2",1003,1000,335
2008,"36","3",630,1000,335
2008,"36","4",111,50,50
2008,"37","1",221,0,0
2008,"37","2",293,0,0
2008,"37","3",241,0,0
2008,"37","4",186,0,0
2008,"371","1",194,225,150
2008,"371","2",129,55,51
2008,"371","3",135,105,15
2008,"371","4",167,190,44
2008,"38","1",62,70,70
2008,"38","2",284,40,40
2008,"38","3",117,40,40
2008,"38","4",27,30,24
2008,"39","1",123,160,146
2008,"39","2",173,275,228
2008,"39","3",80,265,202
2008,"39","4",37,30,30
2008,"391","1",12,75,24
2008,"391","2",16,75,24
2008,"391","3",16,0,0
2008,"391","4",6,0,0
2008,"4","1",1227,0,0
2008,"4","2",1251,700,700
2008,"4","3",664,700,700
2008,"4","4",451,250,230
2008,"40","1",63,80,80
2008,"40","2",82,77,77
2008,"40","3",73,75,75
2008,"40","4",55,61,51
2008,"41","1",169,1000,1000
2008,"41","2",327,230,230
2008,"41","3",208,230,230
2008,"41","4",91,300,300
2008,"411","1",47,0,0
2008,"411","2",190,70,41
2008,"411","3",117,55,27
2008,"411","4",13,55,27
2008,"42","1",152,0,0
2008,"42","2",741,115,115
2008,"42","3",505,240,196
2008,"42","4",87,240,196
2008,"421","1",236,0,0
2008,"421","2",936,325,325
2008,"421","3",311,325,325
2008,"421","4",43,0,0
2008,"43","1",352,550,305
2008,"43","2",1000,1010,341
2008,"43","3",531,1010,341
2008,"43","4",348,250,125
2008,"44","1",323,750,522
2008,"44","2",648,570,441
2008,"44","3",487,570,441
2008,"44","4",205,190,130
2008,"441","1",237,0,0
2008,"441","2",340,0,0
2008,"441","3",193,0,0
2008,"441","4",220,0,0
2008,"444","1",155,0,0
2008,"444","2",733,625,331
2008,"444","3",385,625,331
2008,"444","4",123,140,71
2008,"45","1",114,0,0
2008,"45","2",480,355,211
2008,"45","3",206,355,211
2008,"45","4",114,130,49
2008,"46","1",54,75,75
2008,"46","2",146,270,198
2008,"46","3",49,270,198
2008,"46","4",24,0,0
2008,"461","1",24,150,47
2008,"461","2",25,150,47
2008,"461","3",12,0,0
2008,"461","4",11,0,0
2008,"47","1",86,0,0
2008,"47","2",370,415,145
2008,"47","3",236,415,145
2008,"47","4",74,55,30
2008,"471","1",47,0,0
2008,"471","2",70,110,8
2008,"471","3",27,110,8
2008,"471","4",21,20,0
2008,"48","1",76,80,80
2008,"48","2",219,330,330
2008,"48","3",59,330,330
2008,"48","4",68,70,70
2008,"481","1",83,90,90
2008,"481","2",275,560,560
2008,"481","3",148,560,560
2008,"481","4",61,0,0
2008,"49","1",96,100,100
2008,"49","2",295,330,330
2008,"49","3",250,330,330
2008,"49","4",232,170,170
2008,"5","1",440,0,0
2008,"5","2",445,200,200
2008,"5","3",159,200,200
2008,"5","4",67,10,10
2008,"50","1",35,40,40
2008,"50","2",299,610,610
2008,"50","3",192,610,610
2008,"50","4",63,0,0
2008,"500","1",71,75,75
2008,"500","2",272,500,500
2008,"500","3",98,500,500
2008,"500","4",39,0,0
2008,"501","1",38,40,40
2008,"501","2",218,360,360
2008,"501","3",77,360,360
2008,"501","4",16,0,0
2008,"51","1",56,70,53
2008,"51","2",105,200,153
2008,"51","3",25,200,153
2008,"51","4",33,0,0
2008,"511","1",61,70,70
2008,"511","2",462,100,100
2008,"511","3",192,100,100
2008,"511","4",96,110,43
2008,"52","1",146,0,0
2008,"52","2",437,140,140
2008,"52","3",201,110,91
2008,"52","4",20,110,91
2008,"521","1",205,0,0
2008,"521","2",920,225,225
2008,"521","3",417,225,225
2008,"521","4",71,0,0
2008,"53","1",354,550,488
2008,"53","2",610,140,140
2008,"53","3",367,175,84
2008,"53","4",80,100,52
2008,"54","1",549,600,507
2008,"54","2",1061,550,439
2008,"54","3",713,550,449
2008,"54","4",296,350,265
2008,"55","1",628,735,735
2008,"55","2",1178,335,335
2008,"55","3",745,500,500
2008,"55","4",187,255,255
2008,"551","1",171,215,215
2008,"551","2",683,275,275
2008,"551","3",576,350,295
2008,"551","4",109,125,124
2008,"56","1",79,85,85
2008,"56","2",184,200,200
2008,"56","3",141,160,132
2008,"56","4",66,80,35
2008,"561","1",52,50,50
2008,"561","2",105,115,115
2008,"561","3",79,85,60
2008,"561","4",27,40,19
2008,"57","1",83,180,180
2008,"57","2",103,205,205
2008,"57","3",90,205,205
2008,"57","4",88,185,185
2008,"58","1",84,0,0
2008,"58","2",126,0,0
2008,"58","3",87,0,0
2008,"58","4",74,0,0
2008,"581","1",91,100,89
2008,"581","2",353,235,235
2008,"581","3",195,235,235
2008,"581","4",112,105,19
2008,"59","1",100,110,65
2008,"59","2",186,180,46
2008,"59","3",82,180,46
2008,"59","4",66,80,9
2008,"591","2",56,0,0
2008,"591","3",27,0,0
2008,"591","4",12,0,0
2008,"6","1",274,450,188
2008,"6","2",626,565,210
2008,"6","3",389,565,210
2008,"6","4",143,180,80
2008,"60","1",35,45,39
2008,"60","2",120,10,10
2008,"60","3",80,20,3
2008,"60","4",38,70,52
2008,"61","1",264,290,290
2008,"61","2",483,720,720
2008,"61","3",191,720,720
2008,"61","4",131,130,130
2008,"62","1",628,695,695
2008,"62","2",1920,350,350
2008,"62","3",828,350,350
2008,"62","4",105,440,440
2008,"63","1",155,0,0
2008,"63","2",362,125,125
2008,"63","3",225,125,109
2008,"63","4",80,90,58
2008,"64","1",150,750,509
2008,"64","2",181,25,25
2008,"64","3",166,30,16
2008,"64","4",29,105,91
2008,"65","1",389,0,0
2008,"65","2",761,350,142
2008,"65","3",363,400,100
2008,"65","4",175,400,100
2008,"66","1",511,590,590
2008,"66","2",501,560,560
2008,"66","3",432,485,485
2008,"66","4",211,255,255
2008,"67","1",444,505,505
2008,"67","2",477,570,570
2008,"67","3",436,475,475
2008,"67","4",318,375,375
2008,"68","1",267,375,368
2008,"68","2",727,210,210
2008,"68","3",542,230,230
2008,"68","4",252,370,200
2008,"681","1",104,0,0
2008,"681","2",410,160,160
2008,"681","3",348,125,125
2008,"681","4",112,115,56
2008,"682","2",10,0,0
2008,"682","3",2,0,0
2008,"682","4",2,0,0
2008,"69","1",24,45,45
2008,"69","2",143,185,185
2008,"69","3",71,115,115
2008,"69","4",19,70,70
2008,"691","1",8,0,0
2008,"691","2",42,0,0
2008,"691","3",52,0,0
2008,"691","4",17,0,0
2008,"7","1",181,360,222
2008,"7","2",656,2300,1091
2008,"7","3",403,2300,1091
2008,"7","4",142,0,0
2008,"70","1",395,1200,1200
2008,"70","2",1287,250,250
2008,"70","3",848,210,209
2008,"70","4",174,300,250
2008,"71","1",373,0,0
2008,"71","2",1170,500,500
2008,"71","3",564,500,500
2008,"71","4",46,0,0
2008,"711","1",207,0,0
2008,"711","2",879,400,400
2008,"711","3",850,400,400
2008,"711","4",253,200,200
2008,"72","1",68,0,0
2008,"72","2",167,120,47
2008,"72","3",74,120,47
2008,"72","4",33,0,0
2008,"73","1",125,0,0
2008,"73","2",206,125,125
2008,"73","3",143,125,125
2008,"73","4",16,0,0
2008,"74","1",534,650,650
2008,"74","2",858,800,438
2008,"74","3",397,800,438
2008,"74","4",152,150,19
2008,"741","1",37,0,0
2008,"741","2",132,175,107
2008,"741","3",86,175,107
2008,"741","4",29,0,0
2008,"75","1",661,2100,2100
2008,"75","2",727,600,395
2008,"75","3",366,600,395
2008,"75","4",128,210,210
2008,"751","1",242,0,0
2008,"751","2",533,500,273
2008,"751","3",279,500,273
2008,"751","4",92,0,0
2008,"76","1",199,205,205
2008,"76","2",352,325,325
2008,"76","3",379,395,395
2008,"76","4",6,7,7
2008,"77","1",521,0,0
2008,"77","2",972,600,600
2008,"77","3",725,350,350
2008,"77","4",161,250,250
2008,"771","1",46,0,0
2008,"771","2",135,0,0
2008,"771","3",147,0,0
2008,"771","4",57,0,0
2008,"78","1",493,0,0
2008,"78","2",807,0,0
2008,"78","3",338,0,0
2008,"78","4",147,0,0
2008,"79","1",239,270,219
2008,"79","2",499,535,343
2008,"79","3",429,515,239
2008,"79","4",333,425,45
2008,"791","2",5,0,0
2008,"791","3",4,0,0
2008,"791","4",11,0,0
2008,"8","1",178,0,0
2008,"8","2",534,0,0
2008,"8","3",314,0,0
2008,"8","4",119,0,0
2008,"80","1",476,1000,1000
2008,"80","2",1017,120,120
2008,"80","3",435,130,130
2008,"80","4",225,300,171
2008,"81","1",456,0,0
2008,"81","2",930,140,140
2008,"81","3",522,160,160
2008,"81","4",230,250,96
2008,"82","1",340,400,217
2008,"82","2",502,200,106
2008,"82","3",194,90,64
2008,"82","4",111,115,45
2008,"83","2",184,0,0
2008,"83","3",238,0,0
2008,"84","1",30,0,0
2008,"84","2",93,0,0
2008,"84","3",54,0,0
2008,"84","4",28,0,0
2008,"85","1",0,100,100
2008,"85","2",505,40,40
2008,"85","3",313,40,40
2008,"85","4",133,190,147
2008,"851","1",5,5,5
2008,"851","2",50,5,5
2008,"851","3",67,15,15
2008,"851","4",22,0,0
2008,"86","1",98,150,150
2008,"86","2",378,250,250
2008,"86","3",221,250,250
2008,"86","4",64,90,28
2008,"861","1",19,0,0
2008,"861","2",76,0,0
2008,"861","3",63,0,0
2008,"861","4",20,0,0
2008,"9","1",16,100,7
2008,"9","2",32,300,18
2008,"9","3",15,300,18
2008,"9","4",18,0,0
2009,"1","1",14,15,15
2009,"1","2",34,50,37
2009,"1","3",26,30,6
2009,"1","4",25,40,6
2009,"10","1",23,20,20
2009,"10","2",32,40,40
2009,"10","3",51,60,60
2009,"10","4",157,180,158
2009,"104","1",15,30,16
2009,"104","2",9,85,30
2009,"104","3",9,85,30
2009,"104","4",10,0,0
2009,"11","1",512,6750,5818
2009,"11","2",633,500,188
2009,"11","3",874,800,349
2009,"11","4",604,1920,585
2009,"12","1",1630,0,0
2009,"12","2",1461,2800,1565
2009,"12","3",731,2800,1565
2009,"12","4",458,445,445
2009,"128","2",26,55,55
2009,"128","3",10,55,55
2009,"128","4",11,0,0
2009,"13","1",149,0,0
2009,"13","2",327,400,75
2009,"13","3",202,400,75
2009,"13","4",105,0,0
2009,"131","1",120,0,0
2009,"131","2",304,300,60
2009,"131","3",117,300,60
2009,"131","4",80,60,13
2009,"133","2",13,0,0
2009,"133","3",3,0,0
2009,"133","4",4,30,18
2009,"134","2",3,0,0
2009,"134","3",3,0,0
2009,"134","4",2,0,0
2009,"14","1",241,275,153
2009,"14","2",557,300,300
2009,"14","3",238,300,300
2009,"14","4",95,75,75
2009,"140","1",4,0,0
2009,"140","2",36,0,0
2009,"140","3",14,0,0
2009,"140","4",4,0,0
2009,"141","2",8,0,0
2009,"142","4",15,0,0
2009,"15","1",398,450,294
2009,"15","2",1120,1000,658
2009,"15","3",681,1000,658
2009,"15","4",157,150,117
2009,"16","1",189,0,0
2009,"16","2",359,0,0
2009,"16","3",116,160,12
2009,"16","4",101,125,45
2009,"161","1",201,0,0
2009,"161","2",487,0,0
2009,"161","3",377,260,82
2009,"161","4",201,220,98
2009,"17","1",287,0,0
2009,"17","2",555,0,0
2009,"17","3",274,180,48
2009,"17","4",114,140,43
2009,"171","1",234,0,0
2009,"171","2",296,0,0
2009,"171","3",102,160,14
2009,"171","4",85,110,17
2009,"18","1",883,1100,629
2009,"18","2",868,380,318
2009,"18","3",715,480,181
2009,"18","4",782,1150,266
2009,"181","1",79,0,0
2009,"181","2",340,160,116
2009,"181","3",187,200,47
2009,"181","4",219,160,8
2009,"19","1",109,150,122
2009,"19","2",310,650,247
2009,"19","3",97,650,247
2009,"19","4",109,0,0
2009,"191","1",55,65,37
2009,"191","2",152,430,150
2009,"191","3",91,430,150
2009,"191","4",119,0,0
2009,"2","1",108,125,125
2009,"2","2",66,80,80
2009,"2","3",128,150,150
2009,"2","4",107,125,125
2009,"20","1",24,25,25
2009,"20","2",36,40,40
2009,"20","3",32,40,40
2009,"20","4",40,40,40
2009,"201","1",14,20,20
2009,"201","2",40,50,50
2009,"201","3",29,30,30
2009,"201","4",35,40,40
2009,"21","1",444,1100,1050
2009,"21","2",815,755,399
2009,"21","3",395,755,399
2009,"21","4",177,440,398
2009,"211","1",161,0,0
2009,"211","2",507,0,0
2009,"211","3",595,0,0
2009,"211","4",337,0,0
2009,"214","1",52,0,0
2009,"214","2",385,200,73
2009,"214","3",62,200,73
2009,"214","4",43,50,16
2009,"22","1",276,0,0
2009,"22","2",989,920,647
2009,"22","3",839,920,647
2009,"22","4",251,195,19
2009,"23","1",825,0,0
2009,"23","2",1190,0,0
2009,"23","3",669,0,0
2009,"23","4",327,0,0
2009,"231","1",257,0,0
2009,"231","2",372,250,205
2009,"231","3",142,250,205
2009,"231","4",53,60,58
2009,"24","1",1181,0,0
2009,"24","2",1380,0,0
2009,"24","3",440,0,0
2009,"24","4",106,0,0
2009,"25","1",156,0,0
2009,"25","2",734,0,0
2009,"25","3",459,0,0
2009,"25","4",82,40,40
2009,"26","1",184,0,0
2009,"26","2",455,0,0
2009,"26","3",258,0,0
2009,"26","4",73,55,55
2009,"27","1",109,175,94
2009,"27","2",444,250,67
2009,"27","3",337,175,39
2009,"27","4",74,125,28
2009,"28","1",616,950,692
2009,"28","2",678,350,350
2009,"28","3",583,450,316
2009,"28","4",475,800,235
2009,"29","1",24,25,25
2009,"29","2",13,60,60
2009,"29","3",13,60,60
2009,"29","4",15,0,0
2009,"3","1",191,2075,2075
2009,"3","2",552,1000,386
2009,"3","3",821,1000,386
2009,"3","4",620,1450,430
2009,"30","1",138,0,0
2009,"30","2",226,0,0
2009,"30","3",276,0,0
2009,"30","4",88,0,0
2009,"301","1",43,0,0
2009,"301","2",230,0,0
2009,"301","3",297,0,0
2009,"301","4",357,0,0
2009,"31","1",126,0,0
2009,"31","2",299,350,67
2009,"31","3",260,350,67
2009,"31","4",100,0,0
2009,"32","1",95,0,0
2009,"32","2",337,180,32
2009,"32","3",224,180,32
2009,"32","4",36,0,0
2009,"33","1",557,0,0
2009,"33","2",1223,1200,402
2009,"33","3",486,1200,402
2009,"33","4",180,115,115
2009,"34","1",227,0,0
2009,"34","2",468,325,186
2009,"34","3",176,325,186
2009,"34","4",44,35,35
2009,"35","1",101,275,269
2009,"35","2",389,220,152
2009,"35","3",229,220,152
2009,"35","4",54,50,50
2009,"36","1",121,0,0
2009,"36","2",820,675,334
2009,"36","3",439,675,334
2009,"36","4",98,50,50
2009,"37","1",223,0,0
2009,"37","2",350,0,0
2009,"37","3",342,0,0
2009,"37","4",232,0,0
2009,"371","1",218,255,173
2009,"371","2",168,70,34
2009,"371","3",178,120,19
2009,"371","4",167,220,37
2009,"38","1",60,70,70
2009,"38","2",252,40,40
2009,"38","3",99,40,40
2009,"38","4",27,30,30
2009,"39","1",67,100,100
2009,"39","2",132,220,220
2009,"39","3",67,220,220
2009,"39","4",46,20,20
2009,"391","1",6,60,30
2009,"391","2",15,60,30
2009,"391","3",12,0,0
2009,"391","4",7,0,0
2009,"4","1",829,0,0
2009,"4","2",967,500,500
2009,"4","3",543,500,500
2009,"4","4",365,250,236
2009,"40","1",70,80,80
2009,"40","2",71,77,77
2009,"40","3",72,75,75
2009,"40","4",55,61,61
2009,"41","1",137,1000,1000
2009,"41","2",381,230,225
2009,"41","3",182,230,225
2009,"41","4",77,300,300
2009,"411","1",36,0,0
2009,"411","2",241,70,49
2009,"411","3",90,55,30
2009,"411","4",14,55,30
2009,"42","1",112,0,0
2009,"42","2",812,115,115
2009,"42","3",449,240,194
2009,"42","4",109,240,194
2009,"421","1",162,0,0
2009,"421","2",937,325,325
2009,"421","3",308,325,325
2009,"421","4",33,0,0
2009,"43","1",402,500,324
2009,"43","2",1085,1070,384
2009,"43","3",492,1070,384
2009,"43","4",314,250,110
2009,"44","1",251,650,461
2009,"44","2",602,510,367
2009,"44","3",473,510,367
2009,"44","4",187,190,116
2009,"441","1",241,0,0
2009,"441","2",300,0,0
2009,"441","3",153,0,0
2009,"441","4",161,0,0
2009,"444","1",180,0,0
2009,"444","2",852,600,307
2009,"444","3",327,600,307
2009,"444","4",145,140,83
2009,"45","1",137,0,0
2009,"45","2",533,330,208
2009,"45","3",129,330,208
2009,"45","4",140,130,106
2009,"46","1",52,55,55
2009,"46","2",134,230,191
2009,"46","3",31,230,191
2009,"46","4",27,0,0
2009,"461","1",29,130,57
2009,"461","2",20,130,57
2009,"461","3",9,0,0
2009,"461","4",13,0,0
2009,"47","1",57,0,0
2009,"47","2",282,375,142
2009,"47","3",267,375,142
2009,"47","4",72,55,55
2009,"471","1",37,0,0
2009,"471","2",56,90,4
2009,"471","3",16,90,4
2009,"471","4",41,50,3
2009,"48","1",77,80,80
2009,"48","2",211,330,330
2009,"48","3",71,330,330
2009,"48","4",81,70,70
2009,"481","1",75,90,90
2009,"481","2",288,560,557
2009,"481","3",142,560,557
2009,"481","4",59,0,0
2009,"49","1",94,100,100
2009,"49","2",280,330,330
2009,"49","3",227,330,330
2009,"49","4",237,170,170
2009,"5","1",367,0,0
2009,"5","2",353,200,200
2009,"5","3",212,200,200
2009,"5","4",69,10,10
2009,"50","1",28,35,35
2009,"50","2",319,645,645
2009,"50","3",197,645,645
2009,"50","4",58,0,0
2009,"500","1",61,70,70
2009,"500","2",306,535,535
2009,"500","3",108,535,535
2009,"500","4",43,0,0
2009,"501","1",29,35,35
2009,"501","2",256,395,395
2009,"501","3",85,395,395
2009,"501","4",25,0,0
2009,"51","1",58,70,62
2009,"51","2",100,200,167
2009,"51","3",30,200,167
2009,"51","4",33,0,0
2009,"511","1",61,70,70
2009,"511","2",517,100,100
2009,"511","3",193,100,100
2009,"511","4",98,110,50
2009,"52","1",64,0,0
2009,"52","2",467,140,140
2009,"52","3",224,110,110
2009,"52","4",36,110,110
2009,"521","1",392,0,0
2009,"521","2",813,225,225
2009,"521","3",415,225,225
2009,"521","4",122,0,0
2009,"53","1",377,550,491
2009,"53","2",446,140,133
2009,"53","3",352,175,87
2009,"53","4",73,100,31
2009,"54","1",519,600,415
2009,"54","2",879,550,366
2009,"54","3",713,550,343
2009,"54","4",289,350,239
2009,"55","1",649,735,735
2009,"55","2",948,380,380
2009,"55","3",806,500,387
2009,"55","4",217,255,229
2009,"551","1",169,215,215
2009,"551","2",668,300,300
2009,"551","3",562,350,302
2009,"551","4",108,125,118
2009,"56","1",79,85,85
2009,"56","2",176,200,200
2009,"56","3",145,160,114
2009,"56","4",67,80,53
2009,"561","1",52,50,50
2009,"561","2",104,115,115
2009,"561","3",72,85,85
2009,"561","4",32,40,18
2009,"57","1",86,180,180
2009,"57","2",96,205,205
2009,"57","3",114,205,205
2009,"57","4",83,185,185
2009,"58","1",74,0,0
2009,"58","2",128,0,0
2009,"58","3",81,0,0
2009,"58","4",98,0,0
2009,"581","1",87,100,100
2009,"581","2",421,235,235
2009,"581","3",216,235,235
2009,"581","4",84,105,14
2009,"59","1",94,110,54
2009,"59","2",206,180,73
2009,"59","3",66,180,73
2009,"59","4",92,80,10
2009,"591","2",52,0,0
2009,"591","3",54,25,25
2009,"6","1",282,2075,769
2009,"6","2",709,1580,536
2009,"6","3",344,225,60
2009,"6","4",140,180,103
2009,"60","1",45,45,39
2009,"60","2",61,10,10
2009,"60","3",95,20,9
2009,"60","4",41,70,53
2009,"61","1",267,290,290
2009,"61","2",477,760,760
2009,"61","3",184,760,760
2009,"61","4",139,150,150
2009,"62","1",620,695,695
2009,"62","2",2017,375,375
2009,"62","3",910,375,375
2009,"62","4",131,465,465
2009,"63","1",151,0,0
2009,"63","2",329,150,150
2009,"63","3",190,100,100
2009,"63","4",77,90,30
2009,"64","1",215,750,507
2009,"64","2",163,25,20
2009,"64","3",150,30,23
2009,"64","4",30,105,98
2009,"65","1",379,0,0
2009,"65","2",705,350,133
2009,"65","3",401,400,65
2009,"65","4",154,400,65
2009,"66","1",430,530,530
2009,"66","2",435,505,505
2009,"66","3",346,435,435
2009,"66","4",188,230,230
2009,"67","1",396,455,455
2009,"67","2",429,510,510
2009,"67","3",351,425,425
2009,"67","4",303,335,335
2009,"68","1",229,375,375
2009,"68","2",742,210,210
2009,"68","3",503,230,230
2009,"68","4",298,370,258
2009,"681","1",130,0,0
2009,"681","2",557,160,160
2009,"681","3",324,125,125
2009,"681","4",138,115,52
2009,"69","1",17,50,50
2009,"69","2",87,170,170
2009,"69","3",58,120,120
2009,"69","4",39,95,95
2009,"691","1",6,0,0
2009,"691","2",24,0,0
2009,"691","3",43,0,0
2009,"691","4",11,0,0
2009,"7","1",158,300,243
2009,"7","2",572,1900,902
2009,"7","3",275,1900,902
2009,"7","4",83,0,0
2009,"70","1",544,1200,1200
2009,"70","2",1137,300,300
2009,"70","3",811,210,210
2009,"70","4",166,300,269
2009,"71","1",317,0,0
2009,"71","2",1114,400,400
2009,"71","3",450,400,400
2009,"71","4",45,0,0
2009,"711","1",157,0,0
2009,"711","2",657,350,350
2009,"711","3",751,350,350
2009,"711","4",229,175,175
2009,"72","1",44,0,0
2009,"72","2",178,120,48
2009,"72","3",116,120,48
2009,"72","4",25,0,0
2009,"73","1",105,0,0
2009,"73","2",213,100,100
2009,"73","3",110,100,100
2009,"73","4",24,0,0
2009,"74","1",510,600,579
2009,"74","2",701,600,385
2009,"74","3",272,600,385
2009,"74","4",136,150,29
2009,"741","1",35,0,0
2009,"741","2",105,175,53
2009,"741","3",87,175,53
2009,"741","4",31,0,0
2009,"75","1",711,2100,2100
2009,"75","2",655,500,306
2009,"75","3",309,500,306
2009,"75","4",115,210,210
2009,"751","1",223,0,0
2009,"751","2",462,400,211
2009,"751","3",267,400,211
2009,"751","4",74,0,0
2009,"76","1",178,205,205
2009,"76","2",229,260,260
2009,"76","3",265,305,305
2009,"76","4",266,320,260
2009,"77","1",506,0,0
2009,"77","2",993,500,500
2009,"77","3",728,275,275
2009,"77","4",173,200,200
2009,"771","1",26,0,0
2009,"771","2",147,0,0
2009,"771","3",123,0,0
2009,"771","4",38,0,0
2009,"78","1",473,0,0
2009,"78","2",747,0,0
2009,"78","3",327,0,0
2009,"78","4",90,0,0
2009,"79","1",201,245,223
2009,"79","2",418,475,315
2009,"79","3",404,435,202
2009,"79","4",246,320,25
2009,"8","1",163,0,0
2009,"8","2",580,0,0
2009,"8","3",201,0,0
2009,"8","4",115,0,0
2009,"80","1",460,1000,1000
2009,"80","2",874,120,120
2009,"80","3",407,130,130
2009,"80","4",153,250,200
2009,"81","1",475,0,0
2009,"81","2",899,140,140
2009,"81","3",414,160,160
2009,"81","4",176,200,94
2009,"82","1",354,400,326
2009,"82","2",559,200,102
2009,"82","3",214,90,69
